frame,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
0,0.5626204013824463,0.4112308919429779,-0.594836950302124,0.9998182654380798,0.5615549087524414,0.4057164788246155,-0.5594764351844788,0.9994683861732483,0.5630189776420593,0.40640151500701904,-0.559596598148346,0.9994194507598877,0.5653219223022461,0.40703555941581726,-0.5595934987068176,0.9994556307792664,0.5535439848899841,0.40508148074150085,-0.5949398279190063,0.9994713664054871,0.547161340713501,0.4052641987800598,-0.5950513482093811,0.999439537525177,0.5420246720314026,0.40559276938438416,-0.5950976610183716,0.9994916915893555,0.5523257255554199,0.41488102078437805,-0.3457813858985901,0.9978426694869995,0.5189608335494995,0.41389936208724976,-0.5065557956695557,0.998955249786377,0.5622729063034058,0.42401960492134094,-0.5105717182159424,0.9995242357254028,0.5472401976585388,0.4266907572746277,-0.5570501685142517,0.9995766282081604,0.5669333934783936,0.47507455945014954,-0.13207153975963593,0.9998456239700317,0.4546268582344055,0.47118085622787476,-0.46933677792549133,0.9998517036437988,0.5668482780456543,0.5483601689338684,-0.06400888413190842,0.8831366896629333,0.4725542366504669,0.5472597479820251,-0.492862731218338,0.9826313853263855,0.553409218788147,0.6226435303688049,-0.2625250220298767,0.8727120161056519,0.507800817489624,0.6303383111953735,-0.5489325523376465,0.9747124314308167,0.556718111038208,0.6445907950401306,-0.31133702397346497,0.8069649338722229,0.5084484815597534,0.6482763886451721,-0.6224219799041748,0.9560238122940063,0.5497389435768127,0.6470169425010681,-0.3717295229434967,0.8160566687583923,0.5226557850837708,0.6489766240119934,-0.65458744764328,0.9581875205039978,0.5474326014518738,0.6380646228790283,-0.2945495843887329,0.811246931552887,0.5229465365409851,0.6423295736312866,-0.5623970031738281,0.9482152462005615,0.535494327545166,0.5970944166183472,0.09585662186145782,0.9998273849487305,0.46753549575805664,0.5977522134780884,-0.09565926343202591,0.9998453855514526,0.5841917991638184,0.6981040835380554,0.10751547664403915,0.9775815606117249,0.44049233198165894,0.7047762274742126,-0.17082186043262482,0.9920701384544373,0.6117534637451172,0.7947030663490295,0.2978214621543884,0.9751325249671936,0.42471760511398315,0.7978109121322632,0.02957870624959469,0.9891378283500671,0.6039488911628723,0.8105981349945068,0.30429431796073914,0.8018601536750793,0.41217508912086487,0.8171924352645874,0.036811113357543945,0.8513436317443848,0.6531652212142944,0.8264511227607727,0.09847216308116913,0.9698465466499329,0.41131699085235596,0.840289831161499,-0.18889343738555908,0.9827570915222168
1,0.5621115565299988,0.42259952425956726,-0.5502378940582275,0.9997528195381165,0.5646843314170837,0.41427770256996155,-0.5198807120323181,0.9993146657943726,0.5665343403816223,0.41477304697036743,-0.5200753211975098,0.9992495775222778,0.568077802658081,0.41513219475746155,-0.5201354026794434,0.9992810487747192,0.5519260764122009,0.40934714674949646,-0.5485910177230835,0.9993337988853455,0.5427425503730774,0.4094516932964325,-0.5486848950386047,0.9993079900741577,0.5380284190177917,0.4098980128765106,-0.5487550497055054,0.9993757009506226,0.5598114728927612,0.4179839491844177,-0.327384352684021,0.9973135590553284,0.5220412015914917,0.417352557182312,-0.46111351251602173,0.9987832903862,0.5631359815597534,0.43338730931282043,-0.4737417697906494,0.9994193911552429,0.5445531010627747,0.431118369102478,-0.5124841332435608,0.9995036721229553,0.5763054490089417,0.4760507643222809,-0.1437564194202423,0.9998111128807068,0.4488336741924286,0.4746655225753784,-0.4166288673877716,0.9998425841331482,0.5698032379150391,0.5544254779815674,-0.07678858935832977,0.8800879120826721,0.46599680185317993,0.5480772852897644,-0.4235755205154419,0.9816074371337891,0.5560646653175354,0.6237305998802185,-0.23468264937400818,0.866726279258728,0.515389084815979,0.6277644634246826,-0.4766223430633545,0.9726704955101013,0.5557359457015991,0.6456416249275208,-0.27728012204170227,0.7989707589149475,0.5225284695625305,0.6477665305137634,-0.5399144887924194,0.9527034163475037,0.5524958968162537,0.6453129649162292,-0.3284361660480499,0.8083197474479675,0.532202422618866,0.6464313864707947,-0.5659347176551819,0.9549919366836548,0.5479155778884888,0.6359364986419678,-0.2608676552772522,0.8040647506713867,0.5314536690711975,0.6386888027191162,-0.4865047335624695,0.9446021914482117,0.5452038645744324,0.6018333435058594,0.08126645535230637,0.9997662305831909,0.469969779253006,0.6053202152252197,-0.08113327622413635,0.9997941255569458,0.5890477299690247,0.7022163271903992,0.07757087796926498,0.977174699306488,0.4403502643108368,0.7082749605178833,-0.12863317131996155,0.9919459223747253,0.6111174821853638,0.7911342978477478,0.2803557217121124,0.973997175693512,0.4249657690525055,0.7977473139762878,0.07973405718803406,0.9885299205780029,0.601108193397522,0.8012191653251648,0.2903648316860199,0.7969214916229248,0.4264199733734131,0.8097102642059326,0.08943799883127213,0.8435867428779602,0.6442115306854248,0.8198764324188232,0.10524344444274902,0.9681883454322815,0.41668960452079773,0.840863049030304,-0.11837612092494965,0.9815186262130737
2,0.5624680519104004,0.42143699526786804,-0.5551266074180603,0.9996901154518127,0.5639925599098206,0.41398945450782776,-0.5265043377876282,0.9991716146469116,0.5688943266868591,0.4148581326007843,-0.5267069339752197,0.9990937113761902,0.5711365342140198,0.41554373502731323,-0.5267960429191589,0.9991226196289062,0.5529376268386841,0.41376993060112,-0.5528964400291443,0.9991999864578247,0.5443207621574402,0.4142155647277832,-0.5530091524124146,0.9991778135299683,0.5387203097343445,0.4149056077003479,-0.5530757308006287,0.9992594718933105,0.563208818435669,0.42046403884887695,-0.3401527404785156,0.996846616268158,0.5212088227272034,0.4203997552394867,-0.4629867672920227,0.9986024498939514,0.5632915496826172,0.4349747896194458,-0.4806961119174957,0.9993346333503723,0.5460760593414307,0.43452420830726624,-0.5163559317588806,0.9994419813156128,0.5821720361709595,0.4784279763698578,-0.15671858191490173,0.999788224697113,0.44922348856925964,0.4787808060646057,-0.4136044979095459,0.999832808971405,0.5719426274299622,0.5574942827224731,-0.08341489732265472,0.8769769668579102,0.46642547845840454,0.5530176162719727,-0.40762871503829956,0.98029625415802,0.5591048002243042,0.6239603161811829,-0.23793713748455048,0.8604682087898254,0.5152555704116821,0.6308584809303284,-0.45468124747276306,0.969912052154541,0.5608000159263611,0.6489375233650208,-0.280244380235672,0.7917330861091614,0.5243008732795715,0.6500729918479919,-0.5144636034965515,0.948464572429657,0.5553646683692932,0.6440460681915283,-0.33038774132728577,0.8012123703956604,0.5350163578987122,0.6495684385299683,-0.539969801902771,0.950823962688446,0.5530944466590881,0.6388265490531921,-0.26321446895599365,0.7971567511558533,0.5337886214256287,0.6417996883392334,-0.46368440985679626,0.9397123456001282,0.5492940545082092,0.6066896915435791,0.0743376687169075,0.9997081756591797,0.4711920917034149,0.6097453236579895,-0.07418849319219589,0.9997298717498779,0.5892229080200195,0.7015743255615234,0.047109827399253845,0.9764835834503174,0.4406866133213043,0.7116860151290894,-0.09823600202798843,0.9915228486061096,0.6103959083557129,0.7911611795425415,0.25313571095466614,0.9726879596710205,0.42651623487472534,0.7974401712417603,0.12859612703323364,0.9873853921890259,0.5963424444198608,0.8002603650093079,0.2640724182128906,0.7924867868423462,0.43374237418174744,0.8099107146263123,0.14072859287261963,0.8349729180335999,0.6468887329101562,0.8243772387504578,0.07874605059623718,0.9662737846374512,0.41689297556877136,0.8353275060653687,-0.059843387454748154,0.9796190857887268
3,0.5547879934310913,0.42352133989334106,-0.662595808506012,0.9996446371078491,0.5656006932258606,0.4119179844856262,-0.6366743445396423,0.9990649819374084,0.5678671598434448,0.4126802682876587,-0.6368848085403442,0.9989744424819946,0.5694752335548401,0.4134462773799896,-0.6369962096214294,0.9990099668502808,0.5508676171302795,0.4114217162132263,-0.6548565626144409,0.9990968704223633,0.5402177572250366,0.41171491146087646,-0.6549655199050903,0.9990683794021606,0.5357523560523987,0.41218769550323486,-0.6550280451774597,0.9991611838340759,0.5618447065353394,0.4219180941581726,-0.4490395784378052,0.9965089559555054,0.5196133255958557,0.4179045855998993,-0.5339766144752502,0.9984022974967957,0.5587689876556396,0.4344702661037445,-0.5871267318725586,0.999250054359436,0.5396588444709778,0.4325641989707947,-0.6117433905601501,0.9993782639503479,0.5817658305168152,0.4766846299171448,-0.26123565435409546,0.9997609853744507,0.4533235728740692,0.4744725823402405,-0.44609248638153076,0.9998214840888977,0.5704634785652161,0.5554785132408142,-0.18979303538799286,0.876589298248291,0.4674653112888336,0.5504496693611145,-0.4250297248363495,0.978242814540863,0.5513218641281128,0.6259990930557251,-0.32377779483795166,0.8574382066726685,0.5167744755744934,0.6279968619346619,-0.48954540491104126,0.9666398763656616,0.5583693981170654,0.6524301767349243,-0.3700782060623169,0.7883436679840088,0.5251307487487793,0.649767279624939,-0.5496290922164917,0.9436725974082947,0.5520806908607483,0.6515282988548279,-0.4235563576221466,0.797838568687439,0.5346808433532715,0.6478899121284485,-0.58127361536026,0.9462302923202515,0.5491264462471008,0.64180588722229,-0.34909895062446594,0.7930572032928467,0.5337110757827759,0.6391689777374268,-0.5016319155693054,0.9342089295387268,0.5479374527931213,0.6053795218467712,0.056529272347688675,0.9996625185012817,0.47273632884025574,0.6066476106643677,-0.056398652493953705,0.9996867775917053,0.5917565226554871,0.7033177614212036,0.03449917957186699,0.9764352440834045,0.4407151937484741,0.7082787752151489,-0.10737007111310959,0.9914122223854065,0.6081669926643372,0.7887091040611267,0.27082452178001404,0.9723194241523743,0.42601779103279114,0.7994152307510376,0.12961173057556152,0.9869576692581177,0.5952672362327576,0.8009884357452393,0.2839412987232208,0.7892332077026367,0.4330878257751465,0.8130654096603394,0.14227862656116486,0.8297172784805298,0.6475600600242615,0.8214949369430542,0.08578397333621979,0.9654030203819275,0.41417720913887024,0.8347103595733643,-0.07422330230474472,0.9787925481796265
4,0.5511412620544434,0.4252016842365265,-0.6070784330368042,0.9996106624603271,0.5583428144454956,0.4142132103443146,-0.5774935483932495,0.9989987015724182,0.5659803748130798,0.4150387942790985,-0.5776851773262024,0.9988986253738403,0.5685150027275085,0.41568294167518616,-0.5777775645256042,0.9989408254623413,0.5396082997322083,0.41403135657310486,-0.5969305634498596,0.9990377426147461,0.5347245931625366,0.4144403338432312,-0.5970156788825989,0.9990071058273315,0.5293393731117249,0.4147215187549591,-0.5970529913902283,0.9991064071655273,0.5632616281509399,0.42337533831596375,-0.38363540172576904,0.9962919354438782,0.5151757001876831,0.42162904143333435,-0.4738868176937103,0.9982876777648926,0.5530583262443542,0.43636554479599,-0.530518651008606,0.9992014169692993,0.5312706828117371,0.4352463483810425,-0.5568483471870422,0.9993284940719604,0.585055947303772,0.47869935631752014,-0.19736488163471222,0.9997353553771973,0.452902227640152,0.478298157453537,-0.4018690884113312,0.9998053312301636,0.576151967048645,0.5565258860588074,-0.12747855484485626,0.8753468990325928,0.46737587451934814,0.5533263087272644,-0.38698655366897583,0.9768417477607727,0.5581074357032776,0.6271318197250366,-0.2893056869506836,0.8533298373222351,0.5144718885421753,0.6270426511764526,-0.46642619371414185,0.9639257788658142,0.5600983500480652,0.6521641612052917,-0.3373522460460663,0.7844480872154236,0.5222697854042053,0.6487403512001038,-0.5291615128517151,0.9397531151771545,0.5532287359237671,0.6509905457496643,-0.3916131258010864,0.7940629720687866,0.5321977138519287,0.6486580967903137,-0.5589826107025146,0.942378044128418,0.5506712794303894,0.6419207453727722,-0.3158172070980072,0.7891544103622437,0.5312111377716064,0.6411676406860352,-0.4780518710613251,0.9295700788497925,0.5506084561347961,0.6097501516342163,0.059915486723184586,0.9996353387832642,0.4713176488876343,0.6113526225090027,-0.05973616614937782,0.9996505379676819,0.5924093127250671,0.7024235129356384,-0.027276722714304924,0.976762056350708,0.4407660961151123,0.7130663990974426,-0.05355745553970337,0.9912475347518921,0.6099813580513,0.7893059849739075,0.19288048148155212,0.9724608063697815,0.425768107175827,0.7975308299064636,0.19953346252441406,0.9864193797111511,0.5969066023826599,0.8012358546257019,0.20434622466564178,0.7902814149856567,0.4378119707107544,0.8135601878166199,0.21342989802360535,0.8246638178825378,0.6452391743659973,0.8217368721961975,0.0010631686309352517,0.965269923210144,0.4174485504627228,0.8400535583496094,0.0047651841305196285,0.977790117263794
5,0.5451005101203918,0.4262239336967468,-0.6099165081977844,0.9995362758636475,0.5547075271606445,0.4171208143234253,-0.5831214189529419,0.998839795589447,0.5579357147216797,0.41760197281837463,-0.5832878351211548,0.9987277984619141,0.5648924112319946,0.41821524500846863,-0.5833626985549927,0.9987805485725403,0.5372796058654785,0.4167099893093109,-0.5967650413513184,0.9988833069801331,0.5335384011268616,0.4167003631591797,-0.5968241691589355,0.9988489747047424,0.5229105353355408,0.4166010916233063,-0.5968645215034485,0.9989601969718933,0.5606265068054199,0.4231422245502472,-0.3968146741390228,0.9958189725875854,0.5174816846847534,0.4212377667427063,-0.45999622344970703,0.9979748725891113,0.5481943488121033,0.4385756254196167,-0.5357323288917542,0.9990544319152832,0.527458906173706,0.43712642788887024,-0.5541590452194214,0.9992008209228516,0.5829670429229736,0.4797016680240631,-0.2156202346086502,0.9996849298477173,0.4575951099395752,0.47600966691970825,-0.37225431203842163,0.9997786283493042,0.5713194608688354,0.5566979646682739,-0.14555591344833374,0.8736649751663208,0.46922019124031067,0.5515027642250061,-0.3417361378669739,0.9745743274688721,0.5526949763298035,0.6265352964401245,-0.28722259402275085,0.8484700918197632,0.5141103863716125,0.6263892650604248,-0.42328810691833496,0.959686279296875,0.558113157749176,0.6481942534446716,-0.3322390615940094,0.7797881364822388,0.5228146314620972,0.6462087035179138,-0.48247775435447693,0.9338511824607849,0.5510900616645813,0.6476068496704102,-0.3882690668106079,0.7897161841392517,0.5326074957847595,0.6465660929679871,-0.5174585580825806,0.9368162155151367,0.5488693714141846,0.6385084986686707,-0.313073068857193,0.7845057845115662,0.5318503379821777,0.6383076906204224,-0.43738311529159546,0.9233923554420471,0.5483129024505615,0.6057758927345276,0.05037103220820427,0.9995778203010559,0.473617821931839,0.6054252982139587,-0.050214093178510666,0.9996011853218079,0.5911714434623718,0.7019636631011963,-0.012090949341654778,0.9761515855789185,0.4436049461364746,0.7061040997505188,-0.13562220335006714,0.990914523601532,0.6113754510879517,0.7894315719604492,0.18110407888889313,0.971297562122345,0.42624911665916443,0.7983543276786804,0.04516648128628731,0.985579252243042,0.5993899703025818,0.8020384311676025,0.18967305123806,0.7840505838394165,0.4352867603302002,0.8145993947982788,0.05198197439312935,0.8160391449928284,0.6457012891769409,0.8245315551757812,-0.007948468439280987,0.9634523391723633,0.41742047667503357,0.840732991695404,-0.16312797367572784,0.9762445688247681
6,0.5494023561477661,0.4238220155239105,-0.6496910452842712,0.9994482398033142,0.5593768954277039,0.4112083315849304,-0.6225286722183228,0.9986628890037537,0.5666933655738831,0.4123743176460266,-0.6227051615715027,0.998536229133606,0.5689011812210083,0.4132913053035736,-0.6228243112564087,0.998599112033844,0.5427301526069641,0.41079577803611755,-0.6339268684387207,0.9987174272537231,0.5389490127563477,0.4112495481967926,-0.6340191960334778,0.9986788034439087,0.5346733927726746,0.4116942584514618,-0.6340643167495728,0.998802900314331,0.5633165836334229,0.4196462333202362,-0.431083083152771,0.9953535795211792,0.5209008455276489,0.41777503490448,-0.4847947955131531,0.9976508021354675,0.5547115206718445,0.43472763895988464,-0.5736042857170105,0.9989268779754639,0.5357818603515625,0.43348363041877747,-0.5893704891204834,0.999082088470459,0.5902944207191467,0.47946885228157043,-0.24703389406204224,0.9996447563171387,0.45511898398399353,0.47579601407051086,-0.37761038541793823,0.9997517466545105,0.574201226234436,0.5564595460891724,-0.1638653576374054,0.8697873950004578,0.4684477746486664,0.5516799092292786,-0.33574941754341125,0.9708676934242249,0.553745448589325,0.6259451508522034,-0.302089661359787,0.8385374546051025,0.5162861347198486,0.6247910261154175,-0.42463093996047974,0.9526931643486023,0.5566954612731934,0.6506820321083069,-0.34912145137786865,0.7703806161880493,0.5246556401252747,0.6442781686782837,-0.4823511838912964,0.9249753952026367,0.5526185631752014,0.6501462459564209,-0.4056013524532318,0.7806240320205688,0.5343681573867798,0.6446207761764526,-0.5191464424133301,0.9282539486885071,0.5482690930366516,0.6409590840339661,-0.32760089635849,0.7748733162879944,0.5331331491470337,0.636239767074585,-0.4389875531196594,0.9136034250259399,0.5530783534049988,0.6069818735122681,0.037189655005931854,0.9995386600494385,0.47277143597602844,0.6066439151763916,-0.03706022724509239,0.9995546936988831,0.5925893783569336,0.7016839981079102,-0.05124341696500778,0.9766640067100525,0.4387969374656677,0.7089042663574219,-0.06663578003644943,0.9907159805297852,0.6116758584976196,0.794123649597168,0.17466217279434204,0.9713882207870483,0.42457976937294006,0.7949715256690979,0.16924437880516052,0.9849761128425598,0.5972099900245667,0.8077319264411926,0.18630395829677582,0.7836570739746094,0.43716534972190857,0.8120111227035522,0.18122954666614532,0.811754584312439,0.6464061737060547,0.8244703412055969,-0.023605940863490105,0.9630095958709717,0.41455817222595215,0.8376573324203491,-0.03412000462412834,0.9750543832778931
7,0.5517803430557251,0.423453688621521,-0.6200052499771118,0.9994212985038757,0.5629710555076599,0.4124170243740082,-0.5909231305122375,0.9985936880111694,0.5654999017715454,0.41295841336250305,-0.5911067724227905,0.99846351146698,0.571502685546875,0.41387853026390076,-0.5911958813667297,0.9985169172286987,0.5461047887802124,0.41251182556152344,-0.6068716049194336,0.9986557364463806,0.5417601466178894,0.41294410824775696,-0.6069707870483398,0.9986186027526855,0.5303143858909607,0.41343042254447937,-0.6070311069488525,0.9987444877624512,0.563829779624939,0.4196893870830536,-0.3971102237701416,0.9951334595680237,0.5215650200843811,0.4187774658203125,-0.47266852855682373,0.9975336790084839,0.5585411190986633,0.43524473905563354,-0.5436663627624512,0.9988870024681091,0.5371206998825073,0.43408122658729553,-0.5655102133750916,0.9990690350532532,0.5902408361434937,0.47799935936927795,-0.21098589897155762,0.9996219873428345,0.4551769196987152,0.4765882194042206,-0.38709425926208496,0.9997453689575195,0.5760427117347717,0.555094301700592,-0.13170917332172394,0.867638111114502,0.46689361333847046,0.55084228515625,-0.360173761844635,0.9693779349327087,0.5550656318664551,0.6256012320518494,-0.2758660316467285,0.8320950269699097,0.5180613994598389,0.6259765028953552,-0.44858768582344055,0.9487412571907043,0.5575960874557495,0.64759761095047,-0.31902244687080383,0.7636976838111877,0.5268518924713135,0.6455780267715454,-0.5093520283699036,0.9192964434623718,0.5533703565597534,0.6470779776573181,-0.3752196729183197,0.7740492820739746,0.5364933609962463,0.6454662084579468,-0.5424126982688904,0.9227427244186401,0.5507205128669739,0.6370391249656677,-0.3014339208602905,0.7675096988677979,0.535552978515625,0.637059211730957,-0.46149513125419617,0.9072351455688477,0.5549441576004028,0.6076463460922241,0.05787574499845505,0.9994962215423584,0.4740809202194214,0.6067689061164856,-0.05768724903464317,0.9995336532592773,0.5920437574386597,0.7024222612380981,0.02248787321150303,0.976637601852417,0.4431169033050537,0.7060378789901733,-0.2104390561580658,0.9909003973007202,0.6123515367507935,0.789117157459259,0.2697494328022003,0.9706318974494934,0.4268103837966919,0.7976786494255066,-0.01069946214556694,0.9851253032684326,0.600642204284668,0.8014307618141174,0.2838191092014313,0.7818158864974976,0.43673446774482727,0.8120523691177368,-0.002128994558006525,0.8125256896018982,0.6470690965652466,0.8227250576019287,0.09057307243347168,0.9618019461631775,0.4170226752758026,0.840411365032196,-0.2293807864189148,0.975138783454895
8,0.5505802631378174,0.4221666753292084,-0.6647482514381409,0.9994097948074341,0.5615479946136475,0.4110943377017975,-0.6347252130508423,0.998569905757904,0.5645968914031982,0.4115721583366394,-0.6349164843559265,0.9984386563301086,0.5711992383003235,0.4123694598674774,-0.6350187659263611,0.9984925389289856,0.5436493754386902,0.4115457236766815,-0.6500372886657715,0.9986376166343689,0.5391307473182678,0.4120692312717438,-0.650142252445221,0.9985999464988708,0.5278235673904419,0.4126937985420227,-0.6501952409744263,0.9987279176712036,0.5646016597747803,0.4185372292995453,-0.4345553517341614,0.9950760006904602,0.5194495320320129,0.41820937395095825,-0.5055456757545471,0.9974952936172485,0.5581143498420715,0.4340805411338806,-0.585891842842102,0.998878002166748,0.537082850933075,0.4323905408382416,-0.6065231561660767,0.9990658164024353,0.5908576250076294,0.4776877760887146,-0.23935869336128235,0.9996139407157898,0.45630645751953125,0.47654300928115845,-0.41510480642318726,0.9997416734695435,0.5773882865905762,0.555289089679718,-0.1620701104402542,0.8670679926872253,0.4707256853580475,0.5541128516197205,-0.39009249210357666,0.9682793617248535,0.5552273988723755,0.6255642771720886,-0.3177310824394226,0.8283581137657166,0.5206393003463745,0.6265950798988342,-0.48971641063690186,0.9462448954582214,0.5589704513549805,0.6516939401626587,-0.3661501407623291,0.759953498840332,0.5296531915664673,0.6488723158836365,-0.5545542240142822,0.9159004092216492,0.5538649559020996,0.6475811004638672,-0.4234601855278015,0.7703287601470947,0.5384700894355774,0.6469317674636841,-0.5886620879173279,0.9194355607032776,0.5496737360954285,0.6371304392814636,-0.3442932665348053,0.7629952430725098,0.5371912717819214,0.6380367875099182,-0.5033217668533325,0.9031157493591309,0.5544856786727905,0.6073538064956665,0.055240411311388016,0.9994854927062988,0.4735833704471588,0.6072951555252075,-0.05505026504397392,0.9995256066322327,0.5924168825149536,0.7030494809150696,0.0032997941598296165,0.9770551919937134,0.44309523701667786,0.7071307301521301,-0.1380579024553299,0.9910423159599304,0.612370491027832,0.7885923385620117,0.2663586139678955,0.9706726670265198,0.42848819494247437,0.7975105047225952,0.10385796427726746,0.9851973652839661,0.6004509329795837,0.8002110719680786,0.28149205446243286,0.7824509143829346,0.4388771653175354,0.8116815090179443,0.11619832366704941,0.8119295239448547,0.6479810476303101,0.8222196102142334,0.07671850174665451,0.9616685509681702,0.4177897870540619,0.8406749367713928,-0.11112681031227112,0.9751831889152527
9,0.5544984340667725,0.4197236895561218,-0.5803215503692627,0.9993630051612854,0.563869059085846,0.4105319678783417,-0.5508443117141724,0.9984660744667053,0.5664442181587219,0.4110061824321747,-0.5510557889938354,0.9983221888542175,0.5736218094825745,0.41187039017677307,-0.5511626601219177,0.9983776211738586,0.5465478301048279,0.41076329350471497,-0.5657849311828613,0.9985421299934387,0.5426908135414124,0.411251962184906,-0.5658716559410095,0.998503565788269,0.538418173789978,0.41165632009506226,-0.5659299492835999,0.9986428022384644,0.5658214688301086,0.4176327586174011,-0.3636091947555542,0.9947311282157898,0.5243763327598572,0.41690462827682495,-0.433684766292572,0.9973167181015015,0.5608947277069092,0.43114596605300903,-0.507171094417572,0.9988125562667847,0.5406428575515747,0.4297122657299042,-0.527580976486206,0.999009370803833,0.590552031993866,0.4785939157009125,-0.19351071119308472,0.9995757341384888,0.4573954641819,0.4762861132621765,-0.35908350348472595,0.9997254610061646,0.5770975351333618,0.5558395385742188,-0.12300831824541092,0.8647751212120056,0.4687316119670868,0.5511248707771301,-0.340372771024704,0.9672837257385254,0.554969072341919,0.6271771192550659,-0.27569007873535156,0.8224219083786011,0.5188811421394348,0.6262102127075195,-0.4388311803340912,0.9439834952354431,0.5611626505851746,0.6531609892845154,-0.32389959692955017,0.7533802390098572,0.5275218486785889,0.6487633585929871,-0.5011133551597595,0.912341833114624,0.5532134175300598,0.6487604975700378,-0.37982097268104553,0.7639047503471375,0.5366653203964233,0.6469811797142029,-0.5325246453285217,0.9158837199211121,0.5506500005722046,0.6426426768302917,-0.3021440804004669,0.7562538981437683,0.5357123017311096,0.6380540132522583,-0.4513956308364868,0.8988925814628601,0.5541023015975952,0.6081943511962891,0.04805189371109009,0.999450147151947,0.47409605979919434,0.6078157424926758,-0.047856297343969345,0.9994914531707764,0.5911557674407959,0.702803373336792,-0.05746343359351158,0.9773977994918823,0.44210776686668396,0.7084888815879822,-0.09930228441953659,0.9909304976463318,0.613733172416687,0.7903450131416321,0.16787950694561005,0.9706672430038452,0.4253605008125305,0.7982341647148132,0.13873741030693054,0.9847453236579895,0.6012845039367676,0.802417516708374,0.1798706352710724,0.781474769115448,0.43901631236076355,0.8134095072746277,0.1512151062488556,0.8078511357307434,0.6470575332641602,0.8237285017967224,-0.02283375896513462,0.9612350463867188,0.41480496525764465,0.840079665184021,-0.06152978911995888,0.974222719669342
