spine_angle,spine_lateral_tilt,shoulder_rotation,hip_rotation,hip_angle,x_factor,shoulder_rotation_3d,hip_rotation_3d,x_factor_3d,lead_arm_angle,trail_elbow_angle,arm_extension,wrist_hinge,wrist_angle,lag_angle,lead_knee_flex,trail_knee_flex,stance_width,shoulder_width,stance_width_ratio,head_lateral,head_vertical,head_displacement,frame
36.304497122575235,-2.1210963958765796,177.87890360333856,180.0,180.0,2.121096396661443,117.04381416410473,114.38595724439789,2.6578569197068447,173.26563063811565,175.47421295668357,173.26563063811565,173.7790500664581,173.7790500664581,173.7790500664581,171.15818543819077,167.43495384295272,20.420966027137894,59.39192334625773,0.3438340581200638,0.0,0.0,0.0,0
37.05652818940959,-9.462322206089949,170.53767779197437,168.6900675259798,168.6900675259798,1.8476102659945752,138.76145628646375,134.20159553117915,4.559860755284603,165.34616425426938,176.56636963437205,165.34616425426938,166.44280706773404,166.44280706773404,166.44280706773404,176.47854661712088,159.35556953634247,10.855437719265295,64.33155665158877,0.16874203396584192,0.0,0.0,0.0,1
34.19560540246076,-6.981057405419148,173.0189425931702,171.2538377374448,171.2538377374448,1.7651048557254114,128.73822336849142,123.78384936426703,4.954374004224391,161.56505117667294,169.84573341908765,161.56505117667294,175.6012946385127,175.6012946385127,175.6012946385127,146.69211099341976,174.18437346865815,21.81224124921608,78.53392162752003,0.2777429268067413,0.0,0.0,0.0,2
29.966741870611706,-11.30993247126561,168.6900675259798,168.23171106797935,168.23171106797935,0.458356458000452,123.02625191861199,127.04513049947033,4.018878580858342,162.75684047959447,174.3227225078807,162.75684047959447,163.78804700594236,163.78804700594236,163.78804700594236,152.48010756877665,170.53767779097944,96.71421966238196,73.8260966192263,1.3100275387456244,0.0,0.0,0.0,3
23.244983847244356,0.0,180.0,177.70938995736148,177.70938995736148,2.2906100426385194,141.72204565435584,135.2625474919377,6.459498162418129,163.39849992198174,172.68179052055405,163.39849992198174,175.15210549715658,175.15210549715658,175.15210549715658,175.23635830832544,171.36286858427366,53.64739421402312,54.776038435439126,0.9793952928425043,0.0,0.0,0.0,4
11.047350538264435,4.513988457409772,175.48601154199872,173.8298249049704,173.8298249049704,1.656186637028327,131.3042275719724,132.64850486624067,1.3442772942682666,168.10465789778053,167.00156527060722,168.10465789778053,172.33155847883071,172.33155847883071,172.33155847883071,165.8157057514776,176.7030007589886,106.70754786105095,115.29777730331212,0.9254952727413129,0.0,0.0,0.0,5
7.156636533060888,1.347887280040082,178.6521127198014,176.18592516570965,176.18592516570965,2.4661875540917606,142.95372558803166,148.67075004642228,5.717024458390625,170.3362379930798,165.0263489754678,170.3362379930798,177.37140509969674,177.37140509969674,177.37140509969674,168.30258238513133,177.26604243077327,91.9612642059128,106.51515780122197,0.8633631691077883,0.0,0.0,0.0,6
2.9737310824801084,7.460566125290193,172.53943387383165,177.6140559696112,177.6140559696112,5.074622095779546,146.80965713059382,156.2806988739907,9.471041743396881,162.17315910560916,164.18759856053566,162.17315910560916,176.8528853869676,176.8528853869676,176.8528853869676,170.4360819712115,176.09455803245314,95.34516966303106,100.97655791798068,0.9442307365144483,0.0,0.0,0.0,7
3.7805685343010906,8.035710709601764,171.9642892894652,176.42366562500266,176.42366562500266,4.459376335537456,156.95546052830275,158.69135647769215,1.735895949389402,161.97616843585996,160.74199540979632,161.97616843585996,169.20048412813676,169.20048412813676,169.20048412813676,172.04332646739292,175.70283136232615,86.24168623273978,93.14734267005437,0.9258630869263296,0.0,0.0,0.0,8
3.52919029936702,5.314545669330319,174.68545433005525,176.42366562500266,176.42366562500266,1.738211294947405,152.95092672680286,154.0275842802591,1.0766575534562435,163.98624761650845,165.0430107716523,163.98624761650845,170.8843725655804,170.8843725655804,170.8843725655804,172.76836982384611,173.53765118416706,88.08429571690509,96.89305774501501,0.9090877897528836,0.0,0.0,0.0,9
