phase,score,confidence,key_frame,feedback
Address,96.08024557724472,1.0,166,"ADDRESS: 96/100 (EXCELLENT)
  ✗ weight_distribution: 1.23 vs target 0.90-1.20 (score 87)
    Fix: Center pressure between your feet with shoulder-width stance.
    Drill: Feet-line setup drill: align heels to a marked shoulder-width line."
Takeaway,84.2988184472445,1.0,186,"TAKEAWAY: 84/100 (GOOD)
  ✗ hip_lag: 0.45 vs target 1.00-10.00 (score 72)
    Fix: Let shoulders start first; keep hips quieter early.
    Drill: Pause-at-P2 drill with hips quiet: 8 reps."
Mid-backswing,85.74373383710623,1.0,190,"MID-BACKSWING: 86/100 (GOOD)
  ✗ shaft_plane: 138.57 vs target 155.00-180.00 (score 50)
    Fix: Keep lead arm structure and shaft on a repeatable plane.
    Drill: Pump-to-top drill with mirror feedback: 8 reps.
  ✗ coil: 1.44 vs target 2.00-14.00 (score 86)
    Fix: Increase torso coil while keeping lower body stable.
    Drill: Resistance-band turn drill: 2 x 10 reps."
Top,59.38430343676408,1.0,207,"TOP: 59/100 (EXCELLENT)
  ✗ posture: -27.22 vs target -8.00-12.00 (score 13)
    Fix: Maintain spine posture at the top without standing up.
    Drill: Top freeze with posture check: 8 reps.
  ✗ coil: 177.10 vs target 170.00-185.00 (score 64)
    Fix: Reach a full but balanced top turn.
    Drill: Top-position hold drill: 6 reps x 3s hold.
  ✗ wrist_angle: 122.49 vs target 130.00-180.00 (score 50)
    Fix: Preserve wrist set at the top into transition.
    Drill: Top-to-transition pump drill: 10 reps."
Mid-downswing,84.70463080100677,1.0,212,"MID-DOWNSWING: 85/100 (GOOD)
  ✗ kinematic_sequence: score 33
    Fix: Start down with lower body, then torso, then arms.
    Drill: Step-through sequencing drill: 2 x 8 reps.
  ✗ upper_body_lag: 1.86 vs target 0.00-5.00 (score 82)
    Fix: Let torso follow hips; avoid throwing arms early.
    Drill: Split-grip transition drill: 2 x 8 reps."
Impact,35.71428571428571,0.8,214,"IMPACT: 36/100 (POOR)
  ✗ x_factor_unwind: 1.77 vs target 0.00-18.00 (score 0)
    Fix: Unwind through impact with chest and hips synced.
    Drill: Slow-motion impact checkpoints: 10 reps."
Follow-through,93.89364075842079,1.0,216,"FOLLOW-THROUGH: 94/100 (EXCELLENT)
  ✗ deceleration: 2.13 vs target 10.00-20.00 (score 50)
    Fix: Decelerate smoothly after release.
    Drill: Three-quarter finish hold drill: 8 reps."
Finish,79.94095751061228,1.0,250,"FINISH: 80/100 (GOOD)
  ✗ symmetry: 143.36 vs target 0.00-6.00 (score 0)
    Fix: Hold a controlled, symmetric finish position.
    Drill: Count-to-two finish freeze drill: 10 reps."
Overall,69.63389473483355,1.0,-1,"OVERALL: 69.6/100 (raw=69.6, finish_rotation_penalty=0.0)"
