spine_angle,spine_lateral_tilt,shoulder_rotation,hip_rotation,hip_angle,x_factor,shoulder_rotation_3d,hip_rotation_3d,x_factor_3d,lead_arm_angle,trail_elbow_angle,arm_extension,wrist_hinge,wrist_angle,lag_angle,lead_knee_flex,trail_knee_flex,stance_width,shoulder_width,stance_width_ratio,head_lateral,head_vertical,head_displacement,frame
4.6034947988834665,1.1934894238991778,178.80651057601798,178.61964592655556,178.61964592655556,0.18686464946242154,138.45719089085938,135.88814888008454,2.5690420107748366,173.38501045908305,159.40079593214293,173.38501045908305,168.67889875747383,168.67889875747383,168.67889875747383,176.15389226333485,176.55106943825314,192.5464607457954,192.41832895176825,1.0006659021763598,0.0,0.0,0.0,0
1.6073679219716324,3.8395963376965505,176.16040366204652,174.8055710922652,174.8055710922652,1.3548325697813084,147.80190707640295,147.23865925393036,0.5632478224725901,170.94906600198348,163.71263660525548,170.94906600198348,165.34616425435854,165.34616425435854,165.34616425435854,178.86334922604257,175.40945681415798,182.15984024842373,176.36277086324802,1.032870142300849,0.0,0.0,0.0,1
1.3019526725788753,4.7636416903968914,175.2363583092738,175.96228937902288,175.96228937902288,0.7259310697490662,145.62405256696948,147.6746094407077,2.0505568737382305,169.9237025286121,166.14300591104646,169.9237025286121,169.79552426428137,169.79552426428137,169.79552426428137,178.87518407994727,177.56435097806434,184.79352192206355,174.88349861801115,1.0566664286327647,0.0,0.0,0.0,2
1.5481576989779677,4.114909097942234,175.88509090176274,173.8844964337146,173.8844964337146,2.000594468048149,145.71816025637673,148.57165863279707,2.853498376420333,169.80523174240818,165.74657883361735,169.80523174240818,167.1626864479331,167.1626864479331,167.1626864479331,178.74226289519808,176.42170247401066,184.1793745879773,168.52144446352767,1.0929135764493714,0.0,0.0,0.0,3
1.1372358346395235,3.179830119643866,176.82016988013575,174.0256767135194,174.0256767135194,2.7944931666163484,147.42181875857997,147.35216304510166,0.06965571347831201,167.62736718699313,166.89765372926624,167.62736718699313,166.13421341908034,166.13421341908034,166.13421341908034,178.18961300335383,176.18694101201567,188.6784704974064,171.07508866609032,1.1028985690292168,0.0,0.0,0.0,4
1.567403845218512,3.601278116972265,176.39872188277656,175.3466484127316,175.3466484127316,1.0520734700449452,147.28023699234515,146.77296247279995,0.5072745195452057,170.2578322938362,166.29329250234002,170.2578322938362,167.26161384018243,167.26161384018243,167.26161384018243,179.63313799043533,176.06209127343985,187.3084602616542,170.20822205445998,1.1004665814012096,0.0,0.0,0.0,5
1.8294643348473465,4.86451443741718,175.1354855622395,175.3466484127316,175.3466484127316,0.2111628504921157,144.9679919031016,143.73788011915428,1.230111783947308,171.53922612272126,167.6044778116422,171.53922612272126,170.1325938661952,170.1325938661952,170.1325938661952,179.49894915909363,174.9533702728072,187.40605470089582,172.6142220890563,1.0856930119776056,0.0,0.0,0.0,6
1.536835168426506,5.591557755368646,174.40844224424282,176.0090869015702,176.0090869015702,1.6006446573273934,141.44491572222066,141.3110222580398,0.1338934641808578,171.73368576159748,169.5686411707788,171.73368576159748,170.82794440991464,170.82794440991464,170.82794440991464,178.2001282488609,176.12650005011625,188.1311052015287,183.3974128801736,1.0258111182527414,0.0,0.0,0.0,7
1.242364330674273,6.641519137560702,173.35848086198845,174.86362150757228,174.86362150757228,1.5051406455838219,143.0418112610649,145.7329665748972,2.6911553138322972,169.89718187468299,168.87694155171533,169.89718187468299,168.19140381930956,168.19140381930956,168.19140381930956,178.89569411918572,175.3438150052273,184.5221392456265,183.5005419963892,1.0055672709631656,0.0,0.0,0.0,8
1.536835168426506,5.30510960583361,174.69489039378962,173.9559078377589,173.9559078377589,0.7389825560307202,143.22365461941325,143.33398756688726,0.11033294747400646,171.41637851966343,167.3424683957952,171.41637851966343,166.57277963952066,166.57277963952066,166.57277963952066,179.99995395159354,175.48235518502008,184.53602189537943,175.26897162005156,1.052873307688986,0.0,0.0,0.0,9
