spine_angle,spine_lateral_tilt,shoulder_rotation,hip_rotation,x_factor,lead_arm_angle,trail_elbow_angle,wrist_hinge,lead_knee_flex,trail_knee_flex,stance_width,shoulder_width,stance_width_ratio,head_lateral,head_vertical,frame
-0.795723552739274,5.440332030361734,174.5596679689945,180.0,5.440332031005511,173.45961417067394,165.73199958630693,169.1435866490669,179.5836471950945,175.90117676740152,123.00406497347964,84.38009243891595,1.4577379735385667,0.0,0.0,0
0.5161642297648366,2.632434868684331,177.36756513101352,-177.33699923393286,354.70456436494635,163.49356066608934,167.50024053825993,158.663140707127,178.86489046178755,175.43688049112302,122.14745187681976,87.09190547921202,1.4025121070746356,0.0,0.0,1
-0.2569300245035111,4.304468960046877,175.69553103949204,180.0,4.304468960507961,166.05753022777674,166.93981241964357,162.40013370142825,179.97087137772635,175.2777990483628,123.10158406779338,93.26306878931231,1.3199392391074858,0.0,0.0,2
0.0,4.864514437245508,175.1354855622395,180.0,4.864514437760505,166.42765747237829,166.60329024993186,159.81419698945962,176.85553342707655,174.44888195504043,123.1990259701756,94.33981132056604,1.3059070633339203,0.0,0.0,3
0.7920570921623958,4.304468960046877,175.69553103949204,180.0,4.304468960507961,166.52403379781006,169.68493491478569,159.81419698945962,179.3431988424353,174.75635015105516,124.06449935416659,93.26306878931231,1.330263961409357,0.0,0.0,4
1.032244691565731,4.3510779511027575,175.6489220484261,-178.80651057601798,354.4554326244441,164.7061810123107,168.26433433188757,161.93790347998544,178.22675654872825,176.41457999738265,125.06398362438324,92.26592003551474,1.3554732187430554,0.0,0.0,5
1.0609116902642277,2.981461219672183,177.0185387800178,-178.80651057601798,355.8250493560358,166.40190491478737,168.9413051975882,162.25532837357883,178.5971874226083,176.3485116356936,123.10158406779338,96.13012014972206,1.2805724559925413,0.0,0.0,6
1.882282443010753,2.4366482465512256,177.56335175318986,-178.7811247648687,356.34447651805857,167.15522612105912,167.18492025670128,166.35518189777923,178.82096883053464,175.9580291324268,124.10076550932311,94.08506789071261,1.3190272194976347,0.0,0.0,7
2.1610794882263713,4.916566005483949,175.08343399398998,180.0,4.916566006010015,166.11780665266076,171.03465474066883,166.51568761342364,179.57133312936907,176.64533864867138,125.01599897613104,93.34345183246653,1.3393119336010577,0.0,0.0,8
1.0860458260064003,4.258846121718948,175.74115387782965,180.0,4.258846122170354,166.25595400833438,168.94748357792955,173.36052947787277,179.0897386836053,177.4384309313104,124.03628501370073,94.26027795418386,1.3158913562808598,0.0,0.0,9
1.918280325146823,4.398705354514055,175.6012946450045,177.51044707800085,1.9091524329963647,165.19800191613172,167.38402207795963,170.09581678497366,177.89695456971245,175.0396332904466,123.10158406779338,91.26883367283708,1.3487800720186305,0.0,0.0,10
0.5379727301122598,3.772283608966498,176.22771639062017,178.7269699799433,2.499253589323132,164.09116808830842,166.46332859190593,173.45370921331778,178.9889054628935,174.22232454373165,123.03657992645927,91.19758768739445,1.349120991387522,0.0,0.0,11
0.2689922936964811,2.516875656663293,177.4831243430605,178.69804732742114,1.2149229843606406,160.83340512823517,169.06930099161198,164.7256953002824,178.0807939104657,171.89976858147404,121.01652779682617,91.08786966440702,1.328569086415117,0.0,0.0,12
0.272834983068092,2.489552921728893,177.51044707800085,180.0,2.489552921999149,162.53090449647186,164.91894789477948,161.21137801665748,177.91322272291427,172.66359258612823,123.06502346320826,92.0869154657707,1.3364007560399644,0.0,0.0,13
0.2741403937332208,1.867678839231308,178.13232116056582,180.0,1.867678839434177,164.37353605401708,165.1329394145042,165.1881131026907,179.84069285424604,173.79046970375808,121.10326172320876,92.04890004774636,1.315640508982023,0.0,0.0,14
0.8303154862580109,1.8279682441106722,178.172031755695,180.0,1.8279682443049978,166.62324716965574,165.24294124905663,165.52479012651074,179.3509063962395,173.18532383677982,123.14625451064275,94.04786015641186,1.3093998554857398,0.0,0.0,15
1.1070270456807774,1.867678839231308,178.13232116056582,180.0,1.867678839434177,166.33021900480864,163.7443131732905,161.6531790906884,179.9439923559407,174.31461045034885,122.03687967167957,92.04890004774636,1.3257831391262735,0.0,0.0,16
0.5482682363041987,2.489552921728893,177.51044707800085,178.75463573323165,1.2441886552308006,165.1530611407531,166.9795820477373,164.3530169176086,178.7221991856446,175.4120218751952,123.25988804148737,92.0869154657707,1.338516850137289,0.0,0.0,17
0.2754583561352399,1.2453642666330245,178.75463573323165,180.0,1.2453642667683482,164.4426232209426,168.03398655121848,162.912184038014,178.71764001792192,172.38565979545027,121.10326172320876,92.02173656261873,1.3160288670236127,0.0,0.0,18
0.5562522270806725,1.27303001991531,178.7269699799433,180.0,1.2730300200566944,163.584352048901,166.47823541789023,163.62887090414677,179.24097643876877,175.7321066989472,122.03687967167957,90.0222194794152,1.3556306472318054,0.0,0.0,19
0.27948939054474353,1.2873289413804434,178.71267105847497,178.75463573323165,0.04196467475668442,161.5650511767381,166.56897112883462,162.60431640515108,179.4868214393715,173.96304683097,121.33424908079334,89.02246907382428,1.3629620738394037,0.0,0.0,20
1.709814044141531,1.27303001991531,178.7269699799433,-178.75463573323165,357.481605713175,161.34884171427802,168.13999402561495,161.56505117583703,179.31619536772422,176.09042784865872,121.1486689980538,90.0222194794152,1.3457640756379978,0.0,0.0,21
0.5729386976834859,1.8881880065335876,178.1118119932591,178.7269699799433,0.6151579866842098,161.2493451554677,170.62326058732197,165.2522310410222,179.21532262131274,175.74365342160797,123.14625451064275,91.0494371207203,1.3525207666450572,0.0,0.0,22
