phase,score,confidence,key_frame,feedback
Address,72.5,1.0,0,Spine angle too upright at address — add more forward tilt | Trail leg too straight at address — add knee flex
Takeaway,67.6,1.0,2,Shoulder rotation low at takeaway checkpoint | Hip-shoulder separation low at takeaway position
Mid-backswing,77.0,1.0,7,Low hip-shoulder separation at mid-backswing | Shoulder rotation low at mid-backswing checkpoint
Top,0.0,1.0,1,No issues detected
Mid-downswing,77.1,1.0,4,No issues detected
Impact,69.9,1.0,3,No issues detected
Follow-through,69.2,1.0,5,No issues detected
Finish,55.2,1.0,5,No issues detected
Overall,71.0,1.0,-1,OVERALL: 71.0/100
