spine_angle,spine_lateral_tilt,shoulder_rotation,hip_rotation,x_factor,lead_arm_angle,trail_elbow_angle,wrist_hinge,lead_knee_flex,trail_knee_flex,stance_width,shoulder_width,stance_width_ratio,head_lateral,head_vertical,frame
23.756907583718537,81.86989756562993,81.86989764584403,151.3895403340348,69.51964268819076,142.37758145546573,163.3796446523195,170.31121343685098,179.63035492947134,171.0801562160682,46.400431032480725,7.0710678118654755,6.562011877329081,0.0,0.0,0
23.962488974578186,44.99999995225352,135.0,156.80140948635182,21.801409486351815,150.21390860720655,163.90357939799026,164.43848967327773,175.3916768740375,171.177581069102,50.91168824543142,8.48528137423857,5.999999992928932,0.0,0.0,1
25.625860231342408,10.61965526966882,169.38034472384487,171.46923439005187,2.0888896662069953,154.17005882282896,164.0237321447462,178.9337041854027,169.20345682788965,168.77663599661096,58.05170109479997,16.278820596099706,3.5660876484533452,0.0,0.0,2
24.789730784842778,26.565051154159676,153.434948822922,173.99099404250546,20.556045219583467,153.61125992540053,166.4298723748181,175.19301808684227,171.0638413753834,167.73002701789505,56.85068161420758,11.180339887498949,5.08487954171457,0.0,0.0,3
25.079594021590246,-3.8140748317551423,-176.18592516570965,176.82016988013575,353.0060950458454,150.06057993013286,157.01451714134814,175.19301808684227,177.25395225774142,167.32815401112074,50.60632371551998,15.033296378372908,3.3662825775629655,0.0,0.0,4
26.379928139485006,0.0,180.0,173.29016319224309,6.709836807756915,160.5199820799454,164.45519985388844,167.11843429524944,178.42934623112538,168.23453191786902,45.27692569068709,14.0,3.234066118453316,0.0,0.0,5
25.82698212361995,-4.398705351625192,-175.6012946450045,176.42366562500266,352.0249602700071,159.21273712776411,162.32681547825678,174.0591311642636,173.80669803158426,169.15470928421195,48.60041152089147,13.038404810405298,3.7274814051509657,0.0,0.0,6
25.82698212361995,-5.194428903038431,-174.8055710922652,176.42366562500266,351.2292367172679,161.04926624982582,163.8255171603289,169.36204228466895,179.81055834686293,170.66708569361546,47.50789408087881,11.045361017187261,4.301162629627224,0.0,0.0,7
26.012375912129833,-11.309932463001793,-168.6900675259798,171.86989764584402,340.5599651718238,159.53438083582725,162.71532988468184,169.3803447210844,178.54149268456396,171.3320957627411,41.10960958218893,10.198039027185569,4.031128870196428,0.0,0.0,8
25.74398952559777,-6.340191738922619,-173.6598082540901,171.2538377374448,344.9136459915349,160.55996517151436,162.61859847336288,165.24853756427376,178.0929302531215,167.75267173264112,45.45327270945405,9.055385138137417,5.019474264858102,0.0,0.0,9
25.922337020065655,11.309932451983375,168.6900675259798,169.69515353123398,1.005086005254185,154.5994522884476,163.3483121465049,174.1908880513512,179.53258649089398,168.71725830737884,45.34313619501854,5.0990195135927845,8.892520608171672,0.0,0.0,10
25.74398952559777,-6.340191738922619,-173.6598082540901,172.40535663140858,346.0651648854987,157.14424212206643,162.64697825648668,178.6817105392725,179.1002229150817,168.65053706646455,46.09772228646444,9.055385138137417,5.090641815047058,0.0,0.0,11
26.01678294077379,-5.194428903038431,-174.8055710922652,176.42366562500266,351.2292367172679,150.48072797451152,161.67123714680608,176.96778624034195,176.15869484531956,170.1220019767812,46.861498055439924,11.045361017187261,4.242640683278178,0.0,0.0,12
25.375373720723683,15.945395879301806,164.05460409907712,168.6900675259798,4.635463426902675,151.57033349486713,163.02753289446625,178.12146778400265,178.56711394837708,168.71830198012955,47.50789408087881,7.280109889280518,6.525711114000345,0.0,0.0,13
25.74398952559777,23.198590484012442,156.80140948635182,166.75948008481282,9.958070598461006,152.890946903427,163.82647621581532,177.10379970430674,176.83430506020005,169.4895834463816,48.27007354458868,7.615773105863909,6.338171162693977,0.0,0.0,14
