spine_angle,spine_lateral_tilt,shoulder_rotation,hip_rotation,hip_angle,x_factor,shoulder_rotation_3d,hip_rotation_3d,x_factor_3d,lead_arm_angle,trail_elbow_angle,arm_extension,wrist_hinge,wrist_angle,lag_angle,lead_knee_flex,trail_knee_flex,stance_width,shoulder_width,stance_width_ratio,head_lateral,head_vertical,head_displacement,frame
5.559947263309535,0.5846305206455259,179.41536947929484,178.80651057601798,178.80651057601798,0.6088589032768539,162.99956494701937,160.99846413366228,2.001100813357084,170.0419294010483,165.20241025922795,170.0419294010483,169.60567554982066,169.60567554982066,169.60567554982066,175.93103025809813,177.14945234302843,141.33939016394334,102.4829090143097,1.3791508409506272,0.0,0.0,0.0,0
6.458816378718656,-1.6523046774925203,178.3476953223487,176.698134325565,176.698134325565,1.6495609967836913,167.52710041801703,163.72345305736147,3.8036473606555603,162.60586410211124,167.60430473377065,162.60586410211124,170.0204943915061,170.0204943915061,170.0204943915061,177.85572054765376,177.4522507140762,136.70367174789916,106.55615201412414,1.282926130036581,0.0,0.0,0.0,1
7.155541534885903,-2.8341110160263656,177.1658889836935,175.6012946450045,175.6012946450045,1.5645943386890053,164.3959527358958,161.63019333874988,2.765759397145928,169.03024203272597,165.7721767538354,169.03024203272597,171.75655302480067,171.75655302480067,171.75655302480067,175.96228937834243,175.8847040689656,133.84920300035873,104.98408103859987,1.2749476078987294,0.0,0.0,0.0,2
6.562698508937467,-2.245742565675126,177.75425743410491,177.87890360333856,177.87890360333856,0.12464616923364247,174.64320475989243,171.12532043357723,3.5178843263151975,165.91847536661027,166.9214011801939,165.91847536661027,169.64987236427714,169.64987236427714,169.64987236427714,177.58049078221464,176.59505812721665,135.32807661509452,102.5254833296471,1.3199457559910133,0.0,0.0,0.0,3
6.84277341263094,-1.701354605157772,178.29864539467388,173.418055344822,173.418055344822,4.8805900498518895,169.7424989972606,166.7100404915678,3.0324585056928015,170.72739822223875,166.49725394322633,170.72739822223875,177.48863672465967,177.48863672465967,177.48863672465967,176.55884544507745,175.64023806171247,132.28743789909475,102.68429513289,1.2882927979883447,0.0,0.0,0.0,4
7.954886449250649,-2.3137224975907604,177.68627750217578,174.40066066347944,174.40066066347944,3.285616838696342,162.79487067108485,159.30349042450317,3.4913802465816843,170.40456570721878,163.98821272695236,170.40456570721878,170.5959762836674,170.5959762836674,170.5959762836674,174.7099187941077,175.70807010689964,135.67579015909183,103.71474994531494,1.3081629201010192,0.0,0.0,0.0,5
6.794698428516961,-0.5906572145857829,179.40934278535332,175.51539399045538,175.51539399045538,3.8939487948979377,166.55145377797038,162.18065051779158,4.370803260178803,166.37881010303468,166.8388581836675,166.37881010303468,172.27485741377615,172.27485741377615,172.27485741377615,175.54401546476348,175.5675485908695,136.7163078234367,99.73982436745526,1.370729381937226,0.0,0.0,0.0,6
6.88172363063695,-0.567266409801773,179.43273359014208,176.76029970389789,176.76029970389789,2.6724338862441925,165.11475872880175,164.081714601678,1.033044127123759,166.14122268323894,167.01624728369285,166.14122268323894,172.66495607192024,172.66495607192024,172.66495607192024,177.38375211240108,175.58335158488467,135.74077086988476,104.51180129767843,1.2988080692463575,0.0,0.0,0.0,7
6.12418606046248,0.0,180.0,176.698134325565,176.698134325565,3.3018656744349926,169.2346151652326,167.82443905653622,1.4101761086963904,165.55194605652528,166.05248395518555,165.55194605652528,173.81138403374464,173.81138403374464,173.81138403374464,175.99201563102017,175.6223948454181,136.30245976330994,104.84524724476027,1.3000347019270482,0.0,0.0,0.0,8
4.927109947649014,-1.1233027139653298,178.87669728592456,177.7974018382342,177.7974018382342,1.079295447690356,170.45304274631172,168.00995897431216,2.443083771999568,164.1845999721514,166.49725394322633,164.1845999721514,170.6676736633651,170.6676736633651,170.6676736633651,174.72358161024928,176.89624242891654,138.46846330686904,103.45187472378981,1.3384819140608768,0.0,0.0,0.0,9
5.1721608250965465,-0.5617053325114814,179.43829466743344,176.63353933657018,176.63353933657018,2.8047553308632587,168.2883937390574,166.8006432691061,1.487750469951294,160.73128372167224,171.47877520521075,160.73128372167224,174.7053842830301,174.7053842830301,174.7053842830301,174.68459182936937,176.12774532456794,136.3675356073168,104.17341192349213,1.3090435752875071,0.0,0.0,0.0,10
4.343239951689387,0.0,180.0,178.8542371618249,178.8542371618249,1.1457628381751022,169.6265961214573,167.39000438421988,2.2365917372374327,160.46334506160628,170.23419776564415,160.46334506160628,171.08507304093985,171.08507304093985,171.08507304093985,174.13733063730723,174.47462757362692,137.44506157790772,103.69487615902115,1.325475921817721,0.0,0.0,0.0,11
3.767123919221955,-0.5617053325114814,179.43829466743344,177.7974018382342,177.7974018382342,1.640892829199231,163.86861899897636,158.7445507330778,5.124068265898558,159.9439052631646,171.4434822607231,159.9439052631646,165.08366264131666,165.08366264131666,165.08366264131666,174.2740336991161,174.99160703910619,143.51467681293596,106.18534587234498,1.3515488000759772,0.0,0.0,0.0,12
3.576334374997351,0.0,180.0,177.83892051177364,177.83892051177364,2.1610794882263633,171.39639670401235,168.40475558912172,2.9916411148906263,160.42965831101012,171.83421046234227,160.42965831101012,168.78041084204273,168.78041084204273,168.78041084204273,177.0107187621869,175.56505864420436,139.49489545863554,105.18363407362067,1.3262034219861385,0.0,0.0,0.0,13
3.3664606634298013,-0.5456575933637563,179.4543424065843,176.76029970389789,176.76029970389789,2.694042702686403,166.6754068844438,162.26564237723602,4.409764507207768,158.49707978933134,170.92142492353068,158.49707978933134,168.3535506093753,168.3535506093753,168.3535506093753,177.16021997181033,177.20344287924542,141.2401323564137,107.90942646369461,1.3088766845669801,0.0,0.0,0.0,14
3.862209053865168,-0.5509039791656046,179.44909602078144,175.76360520094119,175.76360520094119,3.685490819840254,165.95185024584106,161.5373566210184,4.414493624822654,159.67778835505925,166.66622613775408,159.67778835505925,168.78041084204273,168.78041084204273,168.78041084204273,176.6719450043028,177.86131742106116,137.265148243382,107.21098185617178,1.2803273121285832,0.0,0.0,0.0,15
3.9283072253976763,0.0,180.0,176.76029970389789,176.76029970389789,3.2397002961021144,169.04399166997476,169.5141606707592,0.4701690007844377,159.42939739758165,168.08597821577396,159.42939739758165,167.41810378994919,167.41810378994919,167.41810378994919,177.63843682558792,175.81189237871035,135.37138287022916,104.91219287479666,1.290330314788859,0.0,0.0,0.0,16
4.742934868529363,-1.1017061151004677,178.89829388479365,176.76029970389789,176.76029970389789,2.1379941808957597,170.46780462704476,169.61592293948723,0.8518816875575226,159.82986859914064,167.84707844817186,159.82986859914064,172.1762892658623,172.1762892658623,172.1762892658623,178.50703234849533,174.65287269614183,135.739897085933,105.4750267172179,1.2869387313547391,0.0,0.0,0.0,17
5.66168510028495,0.0,180.0,177.7974018382342,177.7974018382342,2.202598161765792,166.5128518209194,164.20748462417492,2.30536719674447,161.29334307669146,166.5711415674782,161.29334307669146,169.61411287710467,169.61411287710467,169.61411287710467,177.89935907413536,175.1328125328374,136.5066469589382,103.86434394859994,1.3142782379037548,0.0,0.0,0.0,18
4.361572645020596,-0.578725565549309,179.42127443439225,176.63353933657018,176.63353933657018,2.7877350978220647,169.69607675694837,166.83375190443198,2.8623248525163945,160.17522717143316,163.4629564436977,160.17522717143316,168.01475389095373,168.01475389095373,168.01475389095373,178.36263713579618,176.054813770282,136.31606921189402,100.627733138255,1.3546570607037263,0.0,0.0,0.0,19
4.051683837828445,0.0,180.0,177.83892051177364,177.83892051177364,2.1610794882263633,166.41963448108336,166.4042179099667,0.01541657111667405,161.65780961768996,165.5613150827926,161.65780961768996,172.05023448367837,172.05023448367837,172.05023448367837,176.7964719318259,175.66166798845563,133.27276347158042,102.87626359854475,1.29546660032967,0.0,0.0,0.0,20
4.545335308748828,-1.7357045887531726,178.26429541107163,177.7974018382342,177.7974018382342,0.46689357283742083,176.25665423452693,175.26396613849747,0.9926880960294682,163.87179113880595,165.08392463646953,163.87179113880595,169.568237169143,169.568237169143,169.568237169143,177.76974105959192,175.05010210791525,135.1781099735832,99.25701407444026,1.3618998236092819,0.0,0.0,0.0,21
4.12012191251714,-1.701354605157772,178.29864539467388,176.698134325565,176.698134325565,1.600511069108876,178.960572777576,179.01074261591307,0.05016983833706945,162.28175956642778,164.88177593294205,162.28175956642778,168.0796139503411,168.0796139503411,168.0796139503411,177.79862265134435,174.95838002057394,134.7442804908678,101.06115971036776,1.3332944215532447,0.0,0.0,0.0,22
3.878524502847706,-0.5846305206455259,179.41536947929484,176.698134325565,176.698134325565,2.717235153729831,169.48304150186104,166.00705229244406,3.47598920941698,160.75005434187133,162.7560845586019,160.75005434187133,168.07695167715914,168.07695167715914,168.07695167715914,176.5785340372531,176.40381666328736,134.42130172576967,99.67945445636624,1.3485356881756008,0.0,0.0,0.0,23
3.7152891054287687,-1.7183580014837245,178.28164199834455,175.51539399045538,175.51539399045538,2.7662480078891747,179.20878654267202,173.5079625198791,5.700824022792915,162.67915824361924,165.6176727386073,162.67915824361924,169.0193499880958,169.0193499880958,169.0193499880958,178.5098888790283,176.1806361610996,133.22351067373566,100.05452116010524,1.3315091523674276,0.0,0.0,0.0,24
2.6462410806501344,-0.5846305206455259,179.41536947929484,178.87669728592456,178.87669728592456,0.5386721933702745,174.18075723378476,169.86369017026456,4.317067063520199,159.516305841358,166.05590075915765,159.516305841358,168.97862804794468,168.97862804794468,168.97862804794468,176.0213410269343,175.65448187594444,133.20453606801354,98.51271374866921,1.352155787671532,0.0,0.0,0.0,25
2.9482507219327045,-1.1457628380605578,178.8542371618249,178.89829388479365,178.89829388479365,0.04405672296874741,177.5754306432032,173.1635298300153,4.411900813187884,160.82623863425505,165.64552678575762,160.82623863425505,164.44011938532125,164.44011938532125,164.44011938532125,178.00453298922326,174.97321148967572,136.64633464973988,100.10958218676379,1.3649675850326066,0.0,0.0,0.0,26
2.9482507219327045,-1.1691393277881523,178.8308606720926,176.698134325565,176.698134325565,2.1327263465275905,179.44162880403394,174.17401541635965,5.267613387674288,161.68222029672313,166.3786020703924,161.68222029672313,168.6900675243273,168.6900675243273,168.6900675243273,177.40136970559726,175.36141605730947,134.6377635216583,98.0250589374465,1.3735035200931704,0.0,0.0,0.0,27
