phase,score,confidence,key_frame,feedback
Address,96.46085593081133,0.6,1,"ADDRESS: 96/100 (EXCELLENT)
  ✗ Needs improvement: posture
  ✗ Needs improvement: grip
  ✗ Needs improvement: weight_distribution"
Takeaway,85.0,1.0,15,"TAKEAWAY: 85/100 (GOOD)
  ✗ Needs improvement: shoulder_rotation
  ✗ Needs improvement: hip_lag
  ✗ Needs improvement: wrist_position
  ✗ Needs improvement: club_path"
Mid-backswing,89.39843855728732,1.0,19,"MID-BACKSWING: 89/100 (EXCELLENT)
  ✗ Needs improvement: coil
  ✗ Needs improvement: shoulder_rotation
  ✗ Needs improvement: wrist_hinge
  ✗ Needs improvement: shaft_plane"
Top,78.81823784428701,1.0,29,"TOP: 79/100 (GOOD)
  ✗ Needs improvement: coil
  ✗ Needs improvement: posture
  ✗ Needs improvement: stability
  ✗ Needs improvement: wrist_angle"
Mid-downswing,84.47323918796837,1.0,33,"MID-DOWNSWING: 84/100 (GOOD)
  ✗ Needs improvement: kinematic_sequence
  ✗ Needs improvement: lag
  ✗ Needs improvement: hip_rotation
  ✗ Needs improvement: upper_body_lag"
Impact,90.0,1.0,41,"IMPACT: 90/100 (EXCELLENT)
  ✗ Needs improvement: lag_release
  ✗ Needs improvement: x_factor_unwind
  ✗ Needs improvement: arm_extension
  ✗ Needs improvement: wrist_angle
  ✗ Needs improvement: stability"
Follow-through,68.52865170145853,1.0,43,"FOLLOW-THROUGH: 69/100 (ACCEPTABLE)
  ✗ Needs improvement: deceleration
  ✗ Needs improvement: posture
  ✗ Needs improvement: arm_swing
  ✗ Needs improvement: rotation"
Finish,100.0,1.0,62,"FINISH: 100/100 (EXCELLENT)
  ✗ Needs improvement: balance
  ✗ Needs improvement: posture
  ✗ Needs improvement: rotation
  ✗ Needs improvement: symmetry"
