phase,score,confidence,key_frame,feedback
Address,84.61218355607942,1.0,3,"ADDRESS: 85/100 (GOOD)
  ✗ weight_distribution: 1.39 vs target 0.90-1.20 (score 50)
    Fix: Center pressure between your feet with shoulder-width stance.
    Drill: Feet-line setup drill: align heels to a marked shoulder-width line."
Takeaway,84.35622815522953,1.0,31,"TAKEAWAY: 84/100 (GOOD)
  ✗ hip_lag: 0.38 vs target 1.00-10.00 (score 69)
    Fix: Let shoulders start first; keep hips quieter early.
    Drill: Pause-at-P2 drill with hips quiet: 8 reps."
Mid-backswing,97.08816931480267,1.0,36,"MID-BACKSWING: 97/100 (EXCELLENT)
  ✓ No critical issues detected in this phase."
Top,88.27330489830835,1.0,58,"TOP: 88/100 (GOOD)
  ✗ wrist_angle: 126.63 vs target 130.00-180.00 (score 50)
    Fix: Preserve wrist set at the top into transition.
    Drill: Top-to-transition pump drill: 10 reps."
Mid-downswing,97.5,1.0,62,"MID-DOWNSWING: 98/100 (EXCELLENT)
  ✗ kinematic_sequence: score 83
    Fix: Start down with lower body, then torso, then arms.
    Drill: Step-through sequencing drill: 2 x 8 reps."
Impact,49.095630835730155,0.8,67,"IMPACT: 49/100 (NEEDS_WORK)
  ✗ x_factor_unwind: 2.13 vs target 0.00-18.00 (score 21)
    Fix: Unwind through impact with chest and hips synced.
    Drill: Slow-motion impact checkpoints: 10 reps."
Follow-through,92.33639573574462,1.0,70,"FOLLOW-THROUGH: 92/100 (EXCELLENT)
  ✗ deceleration: 0.50 vs target 10.00-20.00 (score 50)
    Fix: Decelerate smoothly after release.
    Drill: Three-quarter finish hold drill: 8 reps."
Finish,82.87681557862943,1.0,99,"FINISH: 83/100 (GOOD)
  ✗ symmetry: 24.75 vs target 0.00-6.00 (score 25)
    Fix: Hold a controlled, symmetric finish position.
    Drill: Count-to-two finish freeze drill: 10 reps.
  ✗ rotation: 177.14 vs target 160.00-175.00 (score 89)
    Fix: Complete body rotation fully toward target.
    Drill: Step-and-turn finish drill: 2 x 8 reps."
Overall,79.44232020410789,1.0,-1,"OVERALL: 79.4/100 (raw=79.4, finish_rotation_penalty=0.0)"
