phase,score,confidence,key_frame,feedback
Address,83.50368797001018,1.0,98,"ADDRESS: 84/100 (GOOD)
  ✗ weight_distribution: 0.36 vs target 0.90-1.20 (score 47)
    Fix: Center pressure between your feet with shoulder-width stance.
    Drill: Feet-line setup drill: align heels to a marked shoulder-width line."
Takeaway,97.04935990326403,1.0,114,"TAKEAWAY: 97/100 (EXCELLENT)
  ✓ No critical issues detected in this phase."
Mid-backswing,77.83587751424936,1.0,121,"MID-BACKSWING: 78/100 (GOOD)
  ✗ coil: 0.38 vs target 2.00-14.00 (score 60)
    Fix: Increase torso coil while keeping lower body stable.
    Drill: Resistance-band turn drill: 2 x 10 reps.
  ✗ shaft_plane: 154.41 vs target 155.00-180.00 (score 50)
    Fix: Keep lead arm structure and shaft on a repeatable plane.
    Drill: Pump-to-top drill with mirror feedback: 8 reps."
Top,79.5249354119361,1.0,135,"TOP: 80/100 (GOOD)
  ✗ coil: 178.22 vs target 170.00-185.00 (score 50)
    Fix: Reach a full but balanced top turn.
    Drill: Top-position hold drill: 6 reps x 3s hold.
  ✗ posture: -11.46 vs target -8.00-12.00 (score 86)
    Fix: Maintain spine posture at the top without standing up.
    Drill: Top freeze with posture check: 8 reps."
Mid-downswing,89.11588031234038,1.0,139,"MID-DOWNSWING: 89/100 (EXCELLENT)
  ✗ kinematic_sequence: score 50
    Fix: Start down with lower body, then torso, then arms.
    Drill: Step-through sequencing drill: 2 x 8 reps.
  ✗ upper_body_lag: 1.73 vs target 0.00-5.00 (score 89)
    Fix: Let torso follow hips; avoid throwing arms early.
    Drill: Split-grip transition drill: 2 x 8 reps."
Impact,85.0,1.0,141,"IMPACT: 85/100 (GOOD)
  ✗ arm_extension: 142.91 vs target 155.00-175.00 (score 50)
    Fix: Extend lead arm through strike for compression.
    Drill: One-arm extension drill: 2 x 8 reps."
Follow-through,94.838361265117,1.0,142,"FOLLOW-THROUGH: 95/100 (EXCELLENT)
  ✗ deceleration: 4.86 vs target 10.00-20.00 (score 50)
    Fix: Decelerate smoothly after release.
    Drill: Three-quarter finish hold drill: 8 reps."
Finish,79.8142440982724,1.0,151,"FINISH: 80/100 (GOOD)
  ✗ symmetry: 161.04 vs target 0.00-6.00 (score 0)
    Fix: Hold a controlled, symmetric finish position.
    Drill: Count-to-two finish freeze drill: 10 reps."
Overall,85.91400708139312,1.0,-1,"OVERALL: 85.9/100 (raw=85.9, finish_rotation_penalty=0.0)"
