Video,Phase,Start_Frame,End_Frame,Duration,Key_Frame,Image_Path
B68_cleaned,Address,148,154,7,151,data\keyframes\B68_nn\B68_cleaned_Address.jpg
B68_cleaned,Takeaway,159,165,7,162,data\keyframes\B68_nn\B68_cleaned_Takeaway.jpg
B68_cleaned,Mid-backswing,164,170,7,167,data\keyframes\B68_nn\B68_cleaned_Mid-backswing.jpg
B68_cleaned,Top,182,188,7,185,data\keyframes\B68_nn\B68_cleaned_Top.jpg
B68_cleaned,Mid-downswing,187,193,7,190,data\keyframes\B68_nn\B68_cleaned_Mid-downswing.jpg
B68_cleaned,Impact,189,195,7,192,data\keyframes\B68_nn\B68_cleaned_Impact.jpg
B68_cleaned,Follow-through,191,197,7,194,data\keyframes\B68_nn\B68_cleaned_Follow-through.jpg
B68_cleaned,Finish,217,220,4,218,data\keyframes\B68_nn\B68_cleaned_Finish.jpg
